Company ID;Company Name;Industry (ICB);Region;Year;PE Firm;PE/VC;URL of the Transaction;Description
3425;Specialty Research, Inc.;Business Services;United States;2006;KRG Capital Partners;;https://krgcapital.com/portfolio-item/specialty-research-inc/;Specialty Research, Inc. (SRI) dba DGD Researcg was formed to acquire leading contract research organizations (CRO’s) focused on specialty therapeutic areas such as endocrinology. The first acquisition of SRI, Diabetes & Glandular Disease Research Associates (DGD) specializes in providing Phase I and II/III clinical research investigative services to prominent pharmaceutical and biotechnology companies focused on diabetes, obesity and other endocrine and metabolic therapeutic areas.
50123;SpecialtyCare;Hospitals/Inpatient Service;United States;2021;Morgan Stanley Infrastructure ;PE;https://www.businesswire.com/news/home/20211029005441/en/Morgan-Stanley-Infrastructure-Partners-Completes-Investment-in-SpecialtyCare;Provider of intraoperative neuromonitoring (IONM), perfusion and surgical services intended to impact positively the lives of more patients and practitioners by offering evidence-based, data-driven care that decreases both complications and costs. The company specializes in neurodiagnostic services, autotransfusion, sterile processing management, surgical assistance and minimally invasive surgical support, helping hospitals and physicians with care outcomes, regulatory compliance and financial results.
11439;SpecificMedia;Other Services;United States;;Francisco Partners;;https://www.franciscopartners.com/investments/specific-media;pecific Media is a leading global media company connecting brands with consumers across one of the largest audiences worldwide. Our exclusive data partnerships, multi-screen and multi-format targeting capabilities, and innovative advertising solutions enable brands to influence purchasing decisions as they are being made. With over 500 premiumpublishing partners, superior reporting methodologies, and a suite of proprietary products, Specific Media allows for smarter and more efficient campaigns.
26655;Spectra Products;Media and Information Services;United States;;Kinderhook Industries;;;Spectra Products is the combination of Spectra Products, Inc. and Media Solution Services, Inc., the two largest billing statement insert agencies in North America. The company is the recognized industry leader in the credit card billing and alternate billing instatement channel. It provides end to end agency services including media brokerage, print, production, graphic design, and statement management to both advertisers and statement issuers. The company has over 30 years of operating history, and a staff with work experience at the world's largest statement issuers, advertising agencies, and printing facilities.
4901;Spectramed, Inc.;Monitoring Equipment;United States;1998;The BOC Group;;https://mergr.com/spectramed-acquired-by-the-boc-group;Manufacturer of monitoring devices. The company provides monitoring devices for the heart, lungs and circulatory system.
24018;Spectrascan/Jadak;Eletronical Equipment;United States;2014;Novanta;;https://www.jadaktech.com/about-us/;Manufacturer of optical data collection and machine vision technologies created to solve complex inspection, tracking, scanning and documenting challenges in the medical and advanced industrial markets. The company's products include barcode scan engines and components, barcode scanners, machine vision solutions, RFID readers and magnetic stripe readers. enabling clients to increase safety and reduce medical errors by verifying patient identity, validating the specified therapy or function and enhancing the accuracy of the medical procedure.
43320;Spectraseis AG;Business, Productivity Software;United States;2007;Warburg Pincus;;https://www.rigzone.com/news/oil_gas/a/53198/warburg_pinus_invests_in_spectraseis/;Provider of technology for micro-seismic fracture monitoring and stimulation evalutation. The company provides surface and borehole seismic monitoring, data processing and imaging services.
2468;Spectrasite Holdings, Inc.;Other Communications and Networking;;2005;American Tower;;https://www.marketwatch.com/story/american-tower-to-acquire-spectrasite-in-31-bln-deal;Builder and owner of wireless communications towers upon which antenna space is leased. The company offers various products, including towers, rooftops, and in-building wireless systems. It also provides in-building systems and rooftop-management services to telecommunications carriers.
9982;SpectraSite, Inc. (Fund II);;;;;;;
1050;Spectrum Brands, Inc.;Distributors/Wholesale;United States;1998;Thomas H Lee Partners;PE;https://mergr.com/thomas-h.-lee-partners-acquires-spectrum-brands-holdings;Spectrum Brands is a diversified consumer products company and a supplier of consumer batteries, residential locksets, residential builders’ hardware and faucets, shaving and grooming products, personal care products, small household appliances, specialty pet supplies, lawn and garden and home pest control products, and personal insect repellents.
24760;Spectrum Clubs, Inc.;Leisure Facilities;United States;;Brentwood Associates;PE;https://focalpointllc.com/golds-gym-of-santa-barbara-acquired-by-spectrum-clubs/;Operator of athletic clubs in Southern California. The clubs offer group exercise classes, yoga and pilates, kickboxing, step and trekking.
12205;Spectrum Equity Investors V, LP;Fund;;;;;;
1352;Spectrum Healthcare;Clinic/Outpatien Services;United States;2019;NovaCap;PE;https://www.novacap.ca/en/news/industries/novacap-acquires-interest-in-spectrum-health-care/;Spectrum Health Care is a provider of home health care services, offering a range of health care services which include: nursing, personal and home support, physiotherapy, corporate wellness, non-urgent patient transfer, companionship, and event medical services. Spectrum Health Care was founded in 1977 and is based in Toronto, Ontario.
43008;Spectrum K-12 Solutions;Educational Software;United States;2010;Silver Haze Partners;PE;https://mergr.com/scantron-acquires-spectrum-k12-school-solutions;Provider of software and services for special education programs in schools. The company provides response to intervention (RTI) and special education IEP software for K-12 student population in the United States. It offers Encore, education data management system, which provides a Web-based software to manage the individualized learning process for various students.
41093;Spectrum Laboratories;Medical Supplies;United States;2017;Repligen;;https://www.genengnews.com/topics/bioprocessing/repligen-merging-with-spectrum-labs-in-359m-deal/;Developer and manufacturer of bioprocess filtration products used for filtration, isolation, purification & concentration of pharmaceuticals, diagnostics, food, beverages & industrial fluids. The company develops dialysis membranes and accessories, along with disposable hollow fiber filtration modules and systems for bioseparation and cell line management.
23966;Speech Systems;;;;;;;
2147;SpeeCo;Industrial Supplies and Parts;United States;2008;Pfingsten Partners;PE;https://mergr.com/pfingsten-partners-acquires-speeco;Supplier of tractor linkage parts and farm accessories. The company provides engineering solutions and products for the farm, ranch and related markets. SpeeCo's core products include hydraulic log splitters, post hole diggers, hitches, and fence/gate accessories.
814;Speed Rabbit Pizza;Food & Beverages;France;;;;https://www.businessimmo.com/contents/38792/speed-rabbit-pizza-reprend-mezzo-di-pasta;Speed Rabbit Pizza SA is a pizza home delivery company. The Company is engaged in management, promotion, running and development of a network of franchises and also in running Company-owned stores belonging to the Company's subsidiaries. Its products include salads, pizzas, starters, desserts, drinks among others.
9589;Speed Ventures / Ledstiernan;;;;;;;
52055;Speedcast (P);Telecommunication Service Providers;United States;2020;Centerbridge Partner;PE;https://www.speedcast.com/newsroom/press-releases/2021/speedcast-announces-successful-completion-of-restructuring-and-emergence-under-new-ownership-by-centerbridge/;Provider of remote communications and technology services to marine, energy, mining, media, government and enterprise sectors. The company offers connectivity services, internet of things, value-added services and professional services, equipment sales, wholesale voice, professional services and system integration, thereby focusing on transforming remote operations.
40086;SPEEDY-TECH;Electrical Equipment;Singapore;;Integrated Micro-Electornics;;;Manufacturer of electronic power devices created to offer the highest product quality and achieve sustainable returns. The company's turn-key contract electronics manufacturing services for printed circuit board and box-build assembly products enable the information technology, industrial equipment, medical devices, telecommunications, and consumer electronics industries to offer credit card readers, graphic cards, satellite television and controllers.
40613;SPGPrints;Machinery (B2B);Netherlands;2007;Bencis Capital Partners;PE;https://mergr.com/bencis-capital-partners-acquires-spgprints-bv;SPGPrints is a manufacturer of consumables for printed textiles and labels. The product offering primarily consists of consumables used in the printing process (rotary screens, lacquers, digital inks and digital engraving) complemented by a full range of printing systems/equipment and after-sales spare parts, installation and maintenance services. SPGPrints is based in Boxmeer, Netherlands.
50870;Sphera ;Business, Productivity Software;United States;2021;The Blackstone Group;PE;https://sphera.com/press-release/blackstone-to-acquire-sphera-from-genstar-capital/;Provider of Environmental, Social and Governance (ESG) performance and risk management software and data and consulting services intended to help customers advance operational excellence to create sustainable value. The company's software offers business process evaluation, risk assessment, data analysis, workshops, pivot reports and safety management training services, enabling chemical, manufacturing, metal, life science and power industries to manage and optimize their environmental, health, safety and sustainability processes.
9586;Sphera Optical Networks, Inc.;Other Communications and Networking;United States;;;;https://www.blackstone.com/news/press/blackstone-to-acquire-sphera-a-leading-provider-of-esg-software-data-and-consulting-services-from-genstar-capital-for-1-4-billion/;Developer of optical metropolitan networks for ISPs, ASPs and worldwide service providers. The company offer services which include point-to-point services, HUB services, optical virtual private network, metrohub white papers and network management.
31943;SPhère;Plastic Container and Packagin;France;2003;Equistone Partners Europe Limited;PE;https://mergr.com/equistone-partners-europe-limited-acquires-groupe-sph%25c3%25a8re;Manufacturer of plastic bags and films in Paris, France. The company design, produce and markets household packaging that includes garbage bags, freezer bags, fruit and vegetable bags, transport bags, plastic and food films, baking paper, trays & aluminum rolls and industrial films.
22137;Sphere Drake;Property and Casualty Insurance ;Bermuda;;Centre Partners Management;PE;;Provider of property and casualty insurance and reinsurance services. The company's business consists of a wide range of marine and aviation and non-marine insurance and reinsurance risks worldwide.
9220;Spheris, Inc.;Other Healthcare Services;United States;2010;towerbrook capital Partners;PE;https://mergr.com/towerbrook-capital-partners-exits-spheris;Provider of medical transcription services in the United States. The company provides digital medical transcription, serving both outpatient group practices and inpatient facilities. The company's approach to physician-driven medical transcription improves clinical efficiency while limiting changes to physicians' workflow.
2658;SPHEROS;Environmental Service;United States;2021;Union Park Capital;PE;https://www.union-park.com/spheros-environmental.html?locale=en;Spheros Environmental is a holding company creating a family of companies focused on environmental engineering and services. Environmental services are highly fragmented, with many niche providers focusing on only one region or service offering. Spheros is building a unified platform to support public and private sector clients across the life cycle of their needs, including regulatory consulting, advisory, response, measurement, and analysis. The environmental services industry is driven by many long-term secular drivers including increased environmental awareness, enhanced regulations, and greater consumer demand.
29864;SPI;Distributors/Wholesale;United States;2021;Incline Equity Partners;;https://inclineequity.com/incline-partners-with-specialty-products-and-insulation/;Distributor of mechanical insulation and complementary products intended for thermal, acoustic, fire protection and refractory applications. The company specializes in the domestic and global distribution and fabrication of a wide range of products including passive fire protection systems, architectural or acoustical ceiling, wall and flooring systems as well as heating, ventilation and air conditioning (HVAC) insulation systems for the commercial, industrial, marine, residential and original equipment manufacturer (OEM) markets across North America, helping clients to conserve energy, preserve worker safety and ensure noise abatement.
30059;Spic/Spic and Span;Household Products;United States;;TSG Consumer;PE;https://www.tsgconsumer.com/household/spic-and-span;Provider of home cleaning products in the United States. The company offers liquid and powder cleaners for floors, countertops, cabinets, walls, appliances, toilets, cars and finished wood, kitchen surfaces, concrete, driveways, brick surfaces, outdoor furniture, grills, windows, mirrors, patio doors, glass tabletops, windshields, chrome, stovetops, stainless steel, and fiberglass. Its products are also used as disinfectants and bactericidals against common bacteria, such as Staph, Salmonella, and E-coli.
40946;Spice/ Spice World;Food Products;United States;2018;Palladium Equity Partners;PE;https://www.prnewswire.com/news-releases/palladium-equity-partners-announces-investment-in-partnership-with-family-founders-of-spice-world-a-garlic-and-spice-company-300678267.html;Spice World is a provider of garlic and other spices under the Spice World brand. The Company provides retailers with fresh, innovative and on-trend ingredients and spices and has multiple production facilities, and over 200 customers nationally. Spice World was founded in 1949 and is headquartered in Orlando, Florida.
5091;Spie Batignolles;Construction and Engineering;France;2019;EMZ Partners;PE;https://www.ardian.com/press-releases/ardian-sells-its-minority-stake-spie-batignolles;Provider of construction and infrastructure services intended for both local and international clients. The company specializes in the design, construction, development and maintenance of industrial buildings and housing, energy infrastructure, civil engineering and foundations, real estate as well as public works such as roads and urban development, thereby delivering major as well as local projects.
23646;SPIG;Industrial Supplies and Parts;Italy;2016;Ambienta SGR;PE;https://ambientasgr.com/portfolio/spig/;Supplier of turnkey cooling systems for industrial use. The company offers natural draft and fan assisted, mechanical draft field erected, fiberglass reinforced polyester structure along with low noise, reinforced concrete custom built and air cooled condensers and heat exchangers. The company sells its products globally.
43321;Spigit, Inc.;Application Software;United States;2012;Warburg Pincus;PE;https://warburgpincus.com/2012/03/21/spigit-closes-series-e-financing-led-by-warburg-pincus/;Developer of an ideation management platform intended to help companies unleash the power of their employees, partners and customers to drive innovation. The company's software platform uses proprietary crowd science algorithms to draw on the skills and expertise of crowds already familiar with a company, enabling companies in systems integration, financial services, insurance, pharmaceutical, healthcare, technology industries to solve and execute business demands in order to create significantly better results.
22802;SPII;Industrial Supplies and Parts;Italy;2006;Wise Equity;PE;https://www.unquote.com/unquote/news/79752/italy-wise-acquires-majority-stake-in-spii-spa;Manufacturer of components and integrated systems for the railways sector. The company's products include integrated systems, master controllers, driver desk components, earthing switch equipments, key safety locks, terminal boards and rolling stock equipments.
43234;Spinecore, Inc.;Therapeutic Devices;United States;2004;Stryker;;https://investors.stryker.com/press-releases/news-details/2004/Stryker-Announces-Completion-of-SpineCore-Inc-Acquisition/default.aspx;Developer of artificial lumbar and cervical discs. The company manufactures artificial lumbar and cervical discs for treating spinal disorders.
5597;Spinewave, Inc.;Therapeutic Devices;United States;2007;MPE Partners;PE;https://mergr.com/sightline-partners-invests-in-spine-wave;Developer of medical devices designed to offer treatment for spinal disorders. The company's platform provides a surgeon-driven product-development process to build and maintain a robust product pipeline assisting spine surgeons with a broad, differentiated portfolio of expandable and other less invasive, efficient products for real surgical challenges, enabling people to lead active, productive, and pain-free lives by restoring spinal function through highly differentiated surgical products.
5283;Spinrite II;Synthetic Textiles;Canada;2018;JW Levin Management Partners LLC;PE;https://mergr.com/comvest-partners-acquires-spinrite;Manufacturer and distributor of craft yarn products based in Listowel, Ontario. The company's products include craft yarn, sweaters, cardigans, scarves, bags and other accessories.
29233;Spinway;Internet Service Providers;United States;2001;United Online;;https://mergr.com/spinway-acquired-by-united-online;Provider of free internet access and online advertising services. The company provides free dial-up internet access, internet marketing and advertising services to corporates.
5022;Spira/Swegro;Food Products;Sweden;;The sixth AP Fund;PE;https://www.ap6.se/wp-content/uploads/2020/09/AP6_AR_en_2002.pdf;Operator of poultry and red meat firm. The company offers meat and poultry products in Sweden.
40947;Spire;Media and Information Services;United States;2021;Beamonte Investments;PE;https://mergr.com/beamonte-investments-exits-spire-global;Spire Global Inc is a provider of space-based data, analytics, and space services, offering access to datasets and powerful insights about Earth from the ultimate vantage point so that organizations can make decisions with confidence, accuracy, and speed. The company uses multi-purpose satellite constellations to source hard to acquire, valuable data and enriches it with predictive solutions.
12206;Spire Capital Partners;Fund;;;;;;
1190;Spirit;;;;;;;
18351;Spirit AeroSystems;Aerospace and Defense;United States;2005;Onex Partners;PE;https://www.onex.com/investments/spirit-aerosystems;Spirit AeroSystems is an independent supplier of large component parts and assemblies for commercial aircraft. Spirit AeroSystems offers manufacturing and design expertise on a broad range of products and services for aircraft original equipment manufacture. Spirit AeroSystems Holdings was founded in 1927 and is based in Wichita, Kansas.
13083;Spirit Airlines;Air;United States;2004;Oaktree Capital Management;PE;https://www.cfpaguide.com/mobile/Experience/230275/Advised-Oaktree-Capital-in-its-majority-equity-investment-in-Spirit-Airlines;Spirit Airlines Inc serves the United States, Latin America, and Caribbean as an airline operator. It primarily offers customers unbundled base fares to strip out any unneeded travel amenities. If needed, a customer can elect for additional options at an extra charge. Flight crews are entirely interchangeable across all aircraft, and maintenance and other support services are simplified due to not having an overly complex fleet. The company has one operating segment, air transportation, owing to its system wide route structure. It may decide to expand its network if a market is underserved or overpriced. The majority of revenue is derived from the United States.
6411;Spirit Amber;;;;;;;
4091;Spirit Group;Publishing;United States;2021;Northleaf Capital Partners Ltd. , La Caisse de dépôt et placement du Québec (Centre CDP Capital);;https://www.northleafcapital.com/news/lyric-capital-group-and-northleaf-announce-500-million-strategic-alliance;Operator of a music production house intended for songwriters and song owners. The company offers royalty administration and peerless promotion to veteran and budding songwriters along with mentorship programs, helping them explore new opportunities in the music industry.
45161;SPIS;;;;;;;
25507;Splash Technology Holdings, Inc.;Other Commercial Products;United States;2000;Summit Partners;PE;https://www.summitpartners.com/companies/splash-technology-holdings;Developer, producer and marketer of software based color servers and raster image processors that allow ordinary photocopiers to function as digital color copiers. The key products of the company include Splash DC Series, Splash PCI Series, Splash M Series, Splash PCI 3000 and Splash PCI 3000s. The company primarily sells its products to Xerox Corporation and Fuji Xerox Company.
40463;Splunk;Business, Productivity Software;United States;2020;Silver Lake;PE;https://www.splunk.com/en_us/newsroom/press-releases/2021/splunk-announces-1-billion-investment-from-silver-lake.html;Splunk is a cloud-first software company that focuses on analyzing machine data. The company is a major player in two markets: security and full-stack monitoring & analysis. Splunk is currently undergoing a cloud transition as the company weans its on-premises customers over to its cloud products that are delivered as software-as-a-service. The firm's top line consists of the sale of software licenses, cloud subscriptions, and maintenance and support.
52163;Sport 2000;Clothing ;France;2008;Activa Capital;PE;https://capitalmind.com/deals/sale-of-sport-2000/;Retailer of sportswear and fashion products. The company offers a wide selection of brands that are rigorously selected for their innovations and style, thereby enabling sports enthusiasts to enjoy sport at all levels and to develop real complicity and to feel intense emotions thus helping joint actions with brands and federations, supporting sporting events and supporting local initiatives.
9452;Sport Court;Building Products;United States;2014;Riverside Company;PE;https://www.riversidecompany.com/investment-portfolio/connor-sport-court-international/;Manufacturer of sports flooring products. The company offers a complete line of indoor and outdoor sports flooring products, enabling professional sports teams, community centers and residential buyers to get lasting and safe courts.
25092;Sport Med;Diagnostic Equipment;Poland;2010;Mid Europa Partners;PE;https://www.penews.com/articles/med-sport-mid-europa-20101008;Med-Sport offers CT and MRI imaging diagnostic services to public and private customers, through five facilities located in Southern Poland.
42892;Sport-Master;Speciality Retail;Denmark;2012;Nordic Capital;PE;https://www.nordiccapital.com/news-views/press-releases/nordic-capital-fund-vii-has-entered-into-an-agreement-to-acquire-sport-master-denmark-s-largest-sporting-goods-chain/;Retailer of sporting goods based in Ballerup, Denmark. The company offers sportswear, gear and shoes through its online and offline stores throughout Denmark.
42070;Sport100;;;;;;;
9073;SPORT4FUN;;;;;;;
5526;SportBusiness Limited;Sports;UK;;Silva International Investments;PE;https://silvainternational.com/company/sportbusiness-group/;SportBusiness Group operates as a sports industry information and data provider. SportBusiness Group enables businesses in the sports sector to work more effectively and profitably by delivering timely, accurate, authoritative and actionable data, insight and analysis on which sound decisions can be based.
29998;SportCity/Fit-for-Free;Leisure Facilities;Netherlands;2018;Bencis Capital Partners;PE;https://www.bencis.com/case/fit-for-free-sportcity/;SportCity is a provider of fitness centers. SportCity clubs offer many live group lessons, Body&Mind classes, individual Get Started Programs, high-quality instructors, tanning & wellness facilities, child day care and squash facilities. SportCity was founded in 1995 and is based in Leiderdorp, Netherlands.
20876;Sportcraft;Recreational Goods;United States;2003;Eagle Tree Capital;PE;https://mergr.com/eagletree-capital-acquires-new-york-media;Manufacturer of indoor and outdoor sports goods. The company offers rights to produce billiards, darts, foosball, table tennis, air hockey, badminton and ladderball.
22723;Sportfield International 1 S.a.r.l (Sport Group);;Germany;2015;Equistone Partners Europe Limited;PE;https://ikpartners.com/2015/04/24/ik-investment-partners-to-sell-sportgroup-to-equistone/;Sportgroup is a manufacturer of artificial turf systems and synthetic floor coverings in the sport and leisure sector. Its comprehensive product range includes artificial turf, running tracks and polyurethane surfaces as well as components for sporting, industrial and leisure facilities. Sportgroup is based in Burgheim, Germany.
307;SPORTFIVE;Media and Information Services;UK;2020;H.I.G. Capital;PE;https://higcapital.com/portfolio/company/435;Operator of a sport and entertainment agency intended to enrich people's lives and generate powerful collective experiences. The company offers marketing, sponsorship and brand partnerships, athlete management, content creation, media rights, production and distribution, enabling industry experts, media organizations, rights holders, athletes, events and brands to get access to multiple opportunities for sport and entertainment.
2108;Sporting Index;Entertainment Software;UK;2015;HG Capital;PE;https://www.cityam.com/private-equity-owner-hgcapital-sells-spread-betting-giant-sporting-index/;Developer of an online platform designed for sports betting services. The company's online platform which supplies real-time pricing and sports trading capabilities to sportsbooks around the globe and provides betting on sports such as American football, baseball, basketball, cricket, darts, golf, horse racing and many more.
50774;Sportradar;Media and Information Services;Switzerland;2018;TCV;PE;https://www.tcv.com/companies/sportradar/;Sportradar Group AG is a technology platform enabling next-generation engagement in sports, and a provider of B2B solutions to the global sports betting industry. It generates revenue through two primary sources: subscription-based revenue and revenue sharing.
4832;Sports Authority;Internet Retail;United States;2016;Leonard Green & Partners;PE;https://mergr.com/leonard-green-%26-partners-exits-the-sports-authority;Operator of a chain of sports stores in the United States. The company offers products for team sports, golf, tennis, outdoor and fitness. It also provides apparel, footwear, accessories, bike and snowboard rental services.
9585;Sports.com Limited;Publishig;UK;;;;;Operator of an online sportsbook company in London, United Kingdom. The company offers live match centers of events, timely analysis, and real-time statistics, as well as an online store where fans can purchase merchandise from their favorite teams, enabling customers to get all news related to sports.
43479;SportsMyx Holdings;Media and Information Services;United States;;;;;Provider of collegiate sports marketing services. The company offers sponsorship opportunities in the form of regional radio broadcasts, in-venue signage, interactive video board features and game day event marketing.
3758;SPORTSTOWN;;;;;;;Sportstown, Inc. operates a chain of sporting goods mega stores. The Company sell sports equipment, athletic footwear, and leisure apparel. Sportstown serves its clients in the United States.
15756;Spotless;Other Services;Australia;2015;Pacific Equity Partners;PE;https://www.wsj.com/articles/DJFLBO0120150826eb8qb0co2;Spotless Group Holdings Ltd is a provider of outsourced facility services and laundry and linen facilities in Australia and New Zealand. The largest Australian and New Zealand competitors to Spotless Group are Compass Group, Serco, ISS, and Transfield Services. They also provide technical and engineering services, maintenance and asset management services and refrigeration solutions to various industries.
1896;Spreadtrum;;China;2010;Silver Lake;PE;https://www.silverlake.com/portfolio/spreadtrum/;Spreadtrum Communications, Inc. is a semiconductor company that develops baseband and RF processor solutions for the wireless communications market. Spreadtrum combines its semiconductor design expertise with its software development capabilities to deliver highly-integrated baseband processors with multimedia functionality and power management. Spreadtrum Communications was founded in 2001 and is based in Shanghai, China.
4113;Spring Holding Company;;;;;;;
40786;Springland / Well Sea;;;;;;;
994;Sprint Affiliates;Communication Software;United States;;Softbank;;https://group.softbank/en/news/press/20200402;Sprint is a provider of wireless and wireline communications services for consumers, businesses and government users. In addition to the Sprint brand, Sprint offers its services through Virgin Mobile USA, Boost Mobile, and Assurance Wireless.
2469;Sprint Capital Corp.;;;;;;;
11869;Sprout Capital VI;;;;;;;
11870;Sprout Capital VII;;;;;;;
11871;Sprout Capital VIII;;;;;;;
51412;Sprout Foods;Food Products;United States;2015;North Castle Partners;PE;https://northcastlepartners.com/portfolio/sprout-organic-foods/;Producer and distributor of organic food products for babies and toddlers. The company's meals, smoothies and snacks are made using whole organic and non-GMO ingredients and are packed in a food pouch, enabling kids to get healthy meals.
11872;Sprout Growth Fund;;;;;;;
11873;Sprout Growth II;;;;;;;
42017;Spry (8AC);Health Care;India;2022;Eight Roads;;https://www.vccircle.com/healthtech-firm-spry-raises-funds-in-round-led-by-eight-roads-ventures;Spry is an end to end patient and practice management SaaS platform for physical therapists. Spry was founded in 2021 and is based in Mumbai, India.
46775;SPS;Health Care;United States;2022;Nautic Partners LLC;;https://nautic.com/news/sps-health-announces-growth-investment-from-nautic-partners/;SPS Health is a value-based care solutions provider serving post-acute pharmacies and pharmacy benefit managers. SPS Health companies deliver innovative technology-enabled clinical and operational solutions to leading long-term care, behavioral health, correctional, specialty, and worker’s compensation pharmacies, and PBMs. SPS Health is based in Milwaukee, Wisconsin.
9272;SPT Telecom;Telecommunication Service Providers;Australia;;;;;Provider of telecommunication services. The company is engaged in offering radiotelephone communication services in Australia.
43910;Spumador Group;Distributors/Wholesale;Italy;2011;Trilantic Europe;PE;https://www.pehub.com/trilantic-capital-partners-sells-italian-beverage-maker-spumador-to-refresco/;Distributor of soft drink and mineral water. The company offers carbonated soft drinks and natural beverages, as well as private labeling and co-packing services.
11742;SPV VCOC, L.P.;;;;;;;
8058;Spyder Active Sports;Clothing ;United States;2004;Apax;PE;https://sgbonline.com/apax-partners-acquires-spyder-active-sports/;Spyder Active Sports designs and markets the most recognized and respected brand of high-performance, technically-oriented skiwear in the world.
28965;Spykar Lifestyles Pvt. Ltd.;Clothing ;India;2008;Avigo Capital Partners Pvt. Ltd.;PE;https://economictimes.indiatimes.com/industry/cons-products/garments-/-textiles/pe-firm-avigo-capital-to-take-over-spykar-lifestyle/articleshow/9058319.cms;"Spykar Lifestyles Pvt. Ltd. offers denim garments and accessories. It offers cotton casual wear, t-shirts, shirts, and jeans for men; and t-shirts and jeans for women"
5068;SQS;;;;;;;
471;SR Pharma Plc/Atugen;;;;;;;SR Pharma has agreed to acquire atugen AG, a developer of RNA interference (RNAi) therapeutics, for £6.2mm 
20815;SR Research (eCredit.com);Media and Information Services;United States;2003;Sterling Partners Private Equity;PE;;Provider of commercial data analytics solution designed to offer relevant and timely business-to-business insights on both public and private companies. The company's platform monitor and analyze all customer's credit risk and key changes/events, with an intuitive dashboard, thereby enabling businesses to predict opportunity and risk from point of client acquisition through payment
6889;SR Technics;Aerospace and Defense;Switzerland;2006;3i Private Equity;PE;https://www.infrastructureinvestor.com/3i-and-star-capital-make-50-irr-on-sr-technics/;Provider of aircraft maintenance services. The company provides technical support, component services, engine maintenance, maintenance of removable aircraft parts, system modification, avionics upgrades and repair services.
7996;SR Telecom;Telecommunication Service Providers;Canada;;;;https://www.thestar.com/business/2008/03/25/insolvent_sr_telecom_agrees_to_acquisition.html;Provider of wireless products and services. The company offers services related to designing and delivery of internet broadband services in parts of Canada.
9064;SR Teleperformance;;;;;;;Teleperformance is a provides of outsourced multichannel customer experience management, serves companies around the world with customer care, technical support, customer acquisition and debt collection programs. Teleperformance was founded in 1910 and is based in Paris, France.
27387;SRA/SRA Systems;IT Consulting;India;1998;Baring Private Equity Partners India Pvt. Ltd.;PE;;Provider of software development and document management products. The company offers integrated software products for enterprise content management and business process management. It specializes in document management and real time computing for factory automation.
43928;SRAM;Recreational Goods;United States;2008;Trilantic North America;;https://www.trilanticnorthamerica.com/portfolio/sram;Manufacturer and marketer of bicycles and bike components. The company produces a full line of bicycle components for original equipment manufacturers and independent bike dealers. It markets its products under the SRAM, RockShox, Avid, Truvativ, and Zipp brand names. The company's products include shifters, derailleurs, brakes, chains and other bike parts.
51232;SRC;Industrial Chemicals;United States;2014;Triangle Capital Corp.;PE;https://mergr.com/src-worldwide-acquired-by-triangle-capital;Producer of magnesium fluxes and low-moisture anhydrous magnesium chloride intended for the aerospace, automotive and construction industries. The company offers fused and blended fluxes for use in the production, casting and recycling of chemicals for use in various industrial and other applications including desiccants and manufacturing specialized catalysts, thereby enabling clients to find the right formula to make sure their application is perfect.
10019;SRC Software;Application Software;United States;2002;Vista Equity;;https://www.corumgroup.com/transactions/vista-equity-partners-src-software;Developer and provider of enterprise financial planning and corporate performance management software solutions. The company's performance management suite includes strategic planning, capital planning, payroll planning, forecasting, analytics, budgeting, financial reporting, score carding, and consolidation solutions. It serves financial services, healthcare, hospitality, insurance, manufacturing, and retail industries.
30638;SRDS, L.P.;;;1998;CIVC Partners;;https://mergr.com/civc-partners-acquires-srds-media-information;SRDS published 16 directories and offered three electronic products that provided comprehensive data on specifications and rates for advertising in print and broadcast media.
10724;SRI - Sud Robinetterie Industrie;Industrial Supplies and Parts;France;2014;NAXICAP Partners;PE;https://www.google.com/search?client=safari&rls=en&q=NAXICAP+Partners+sud+robinetterie&ie=UTF-8&oe=UTF-8;Manufacturer of floating and trunnion valves intended to serve oil and gas, power, refining, chemical, metals and mining industries. The company offers side-entry, top-entry and multi-entry gates, globe check and ball isolation valves with the support of improved technology, enabling clients to get reliable products that increase operational performance.
40218;SRS Roofing Supply/SRS Distribution;Distributors/Wholesale;United States;2018;Leonard Green & Partners;;https://www.reuters.com/article/us-srs-distribution-m-a-leonardgreen-idUSKBN1HV2G5;Distributor of residential roofing materials and supplies. The company supplies building products, roofing systems, siding, windows, and other products to building contractors, home builders, and retailers.
51717;SRS Software/ SRS Health;Enterprise Systems (Healthcare);United States;2013;Thoma Bravo;;https://www.globenewswire.com/en/news-release/2013/01/02/1076412/0/en/SRS-Receives-Substantial-Investment-From-Thoma-Bravo.html;Provider of electronic health record technology and services to the healthcare industry. The company offers medication management, data interoperability, lab management, practice management, revenue cycle management, patient engagement portal, health record systems, document migration, and data migration services, enabling clients to maximize their time while collecting the data needed for practice growth, efficiency, and government compliance.
